"V","PE"
41.17,479.4
42.18,473.62
43.41,474.1
48.41,446.68
63.47,445.6
41.92,483.52
59.21,438.57
39.39,471.7
70.32,431.03
74.67,435.17
69.13,432.54
67.25,443.44
52.08,451.23
70.4,439.04
56.53,454.22
52.84,438.97
41.93,484.03
40.81,487.15
39.35,474.02
74.34,433.03
45.01,461.97
63.73,440.43
61.47,438.8
37.83,474.42
45.01,450.77
68.14,443.26
41.01,468.27
65.61,443.13
40.2,466.27
68.24,428.28
68.51,438.35
50.32,445.17
75.33,431.46
42.18,475.57
71.94,441.85
74.99,435.43
66.54,428.37
75.6,442.2
39.99,464.69
41.2,468.55
54.3,460.59
74.67,431.65
39.37,486.26
55.5,459.43
60.77,444.66
77.95,431.23
74.16,436.43
57.32,442.64
58.2,446.19
44.2,478.36
43.56,465.03
66.56,436.56
58.66,448.11
51.43,459.12
63.09,445.58
50.78,443.09
41.31,485.83
57.85,444.93
60.84,447.73
48.6,440.9
75.08,441.14
50.32,447.32
51.86,449.81
63.94,442.92
40.81,474.87
48.7,449.8
70.32,435.13
64.33,440.29
41.14,477.45
74.22,433.94
44.78,459.66
40.66,464.5
47.93,438.97
69.98,436.13
46.18,458.05
69.98,433.25
41.82,477.97
55.5,457.29
41.23,469.05
60.84,442.72
39.72,471.24
44.88,459.63
40.62,478.56
65.48,448.65
38.16,474.92
39.99,465.5
45.51,470.46
56.89,440.38
73.91,430.17
57.76,452.56
42.77,462.6
54.3,460.57
44.06,465.05
43.02,475.38
39.64,477.04
62.4,442.2
58.79,448.19
45.09,470.32
43.56,485.21
68.28,445.83
40.23,484.17
35.79,482.25
37.92,474.63
43.56,482.55
36.08,482.98
48.41,442.12
43.14,471.98
41.62,463.16
53.16,456.49
69.48,427.82
63.07,442.28
40.96,478.3
41.44,481.24
47.45,450.62
60.37,439.18
74.87,442.37
77.95,432.32
63.07,445.02
43.22,473
64.96,431.36
62.1,450.43
77.95,433.61
49.64,461.16
60.37,438.86
52.08,450.85
75.6,439.25
41.14,479.61
65.94,447.22
39.42,475.55
66.93,450.22
43.22,472.88
48.92,450.29
51.95,449.52
39.99,461.16
41.78,467.78
38.73,468.21
42.49,481.87
74.67,434.81
39.96,473.78
43.72,464.7
76.86,431.44
40.83,470.47
69.13,434.48
47.45,448.79
42.07,473.34
40.02,476.01
38.91,470.1
51.19,448.71
68.63,452.05
70.4,430.98
62.91,443.76
56.85,438.59
42.03,477.85
39.9,491.25
40.35,473.11
40.71,479.59
40.43,492.88
73.5,433.44
38.68,485.95
65.61,451.85
43.13,484.07
77.17,435.58
67.32,447.47
38.47,466.54
42.23,464.45
39.61,471.86
73.17,431.29
44.57,450.54
38.91,491.1
69.05,429.53
36.71,473.2
45.01,470.4
38.5,488.12
73.17,429.06
66.49,455.18
43.72,452.55
45.01,456.85
59.57,439.32
76.09,443.13
51.43,456.7
63.09,450.55
46.18,458.57
41.38,490.83
73.68,426.48
71.73,436.28
57.19,435.69
39.9,491.22
40.78,478.24
62.52,453.28
58.79,449.76
58.05,449.76
40.69,471.66
44.2,460.2
56.9,449.64
64.63,446.63
69.45,434.55
60.1,453.37
64.79,450.25
57.25,444.85
74.33,427.36
51.19,444.82
63.86,447.54
66.56,427.35
50.32,442.52
49.3,437.09
69.14,433.79
40.27,472.84
73.17,434.94
72.29,435.71
67.71,446.57
62.91,443.14
66.44,445.27
38.44,492.46
57.76,452.33
63.94,444.22
66.54,434.41
42.86,465.26
48.04,463.46
41.82,475.01
60.75,437.33
55.5,456.52
71.85,441.28
40.46,471.32
38.28,467.29
56.85,436.64
40.83,471.19
39.61,477.41
71.58,433.88
40.03,477.91
66.54,439.06
44.71,462.18
44.2,471.03
38.01,463.79
45.51,468.92
65.06,448.26
47.03,463.89
66.05,444.35
40.69,474.46
36.3,478.7
51.43,439.8
68.61,443.75
73.17,428.69
42.49,480.35
43.02,489.05
68.61,448.73
39.18,484.44
69.45,436.69
50.88,460.03
61.25,436.05
80.18,432.22
66.75,432.66
75.6,439.14
52.84,442.6
63.31,456.5
63.21,443.43
60.27,440.98
69.13,432.71
40.56,478.88
41.04,476.58
51.95,454.63
39.39,471.39
71.98,431.78
43.67,467.74
74.22,434.25
38.91,481.32
40.11,460.72
71.64,435.61
50.16,451.14
54.9,455.91
58.41,445.85
52.75,464.68
77.17,435.56
52.75,470.76
42.99,468.93
38.28,467.12
66.05,439.03
50.78,447.12
49.21,463.47
71.73,430.86
78.92,434.78
51.43,437.93
39.99,462.83
48.92,443.12
41.7,451.93
72.29,443.79
39.31,461.39
75.08,438.63
42.49,469.1
47.93,442.46
40.73,465.96
58.2,446.36
40.78,464.12
44.58,472.67
71.98,433.23
51.43,441.54
59.04,448.92
41.39,470.21
39.66,483.54
44.58,477.56
66.75,432.45
46.18,464.73
68.94,431.39
40,471.32
59.21,444.35
42.86,466.64
77.24,431.27
62.39,437.41
69.34,437.65
40.12,462.59
40.05,479.11
44.63,456.37
44.47,467.29
34.69,478.88
59.21,450.41
49.3,439.83
72.86,432.76
65.46,444.9
44.85,469.53
65.61,449.04
75.23,436.67
44.77,484.94
64.15,453.3
39.85,487.84
45,471
41.23,466.83
71.85,441.47
74.34,435.5
69.84,429.91
44.9,455.01
77.54,431.81
44.2,458.3
60.1,452.41
59.21,440.08
43.22,469.55
59.07,440.12
64.96,432.66
70.47,439.36
58.79,446.71
44.45,462.48
73.5,434.31
69.13,434.5
64.79,439.6
40.92,458.49
68.08,437.65
43.13,466.63
41.85,466.8
45.87,456.33
51.43,455.45
72.24,434.36
58.79,441.46
60.77,442.58
60.84,440.85
41.62,460.6
61.08,445.64
74.93,443.51
59.44,445.72
69.94,443.67
51.43,441.78
60.07,438.5
40.2,465.74
65.94,447.46
44.63,468.91
69.75,438.19
41.26,475.44
65.59,437.04
47.01,455.06
47.93,445.2
39.42,474.42
59.44,448.15
40,472.41
43.8,470.33
69.68,430.2
45.09,450.92
68.31,441.56
51.19,449
37.85,469.94
68.3,440.81
41.14,479.74
41.93,466.61
57.19,436.8
49.69,454.28
41.17,475.61
38.18,474.07
51.43,448.03
52.84,447.47
67.83,429.05
44.2,479.16
73.77,432
66.49,439.15
60.96,449.81
48.14,457.45
44.57,452.73
44.89,448.88
68.3,436.81
39.59,464.17
68.94,439.52
60.27,440.87
59.14,442.67
58.41,447.85
38.73,469.18
66.51,439.17
42.23,461.9
50.12,447.43
70.79,425.2
63.78,446.56
50.66,455.42
69.68,439.77
43.96,466.31
70.32,434.45
64.45,446.94
59.57,445.59
40.35,472.57
41.66,485.35
62.44,435.11
38.08,479.23
59.27,444.35
59.39,439.8
73.67,430.45
38.56,475.43
40.66,460.61
66.44,443.21
63.94,445.29
44.85,478.05
50.59,470.96
46.18,465.63
44.71,484.63
58.86,452.43
62.1,452.91
45,468.22
41.46,478.27
38.38,474.93
38.08,482.06
41.46,480.11
39.35,469.83
39.85,475.61
74.87,441.93
49.3,439.77
44.63,456.98
44.92,460.99
68.31,441.06
71.29,432.99
70.32,431.32
47.83,454.59
63.21,448.3
40.71,476.37
77.24,435.81
75.6,443.2
69.48,447.63
39.96,470.81
74.22,429.36
56.85,438.89
38.25,472.13
38.08,481.89
69.59,432.56
44.05,448.43
61.87,450.73
50.9,457
58.95,450.89
40.07,493.9
41.55,484.87
62.39,435.84
41.31,489.38
41.2,473.22
41.58,462.28
69.68,438.68
68.08,436.43
59.87,448.26
61.5,436.84
40.62,483.13
68.24,426.8
45.87,454.29
51.43,438.1
67.51,442.13
70.32,437.39
42.99,467.9
69.89,433.61
44.85,465.42
43.22,468.52
50.59,457.17
60.07,452.89
43.34,460.02
40.89,468.35
41.17,475.85
65.18,436.39
39.39,478.51
38.44,491.35
71.29,431.45
50.23,454.35
38.92,470.63
48.41,444.6
41.35,466.5
59.54,437.85
60.95,442.84
59.21,444.66
51.19,442.9
51.19,441.77
40.11,475.43
40.77,471.26
66.49,439.04
69.84,428.25
59.92,435.92
64.79,438.4
67.69,439.08
39.63,465.78
58.46,439.7
40.6,483.1
41.46,481.31
43.69,464.63
63.21,447.98
66.25,437.37
58.41,438.86
71.98,430.33
70.32,432.57
43.13,466.86
42.99,472.52
39.66,480.6
58.33,447.66
40.77,480.72
72.43,435.36
71.85,426.07
63.47,437.87
43.02,480.21
63.78,453.96
51.43,438.79
36.99,468.23
41.96,463.99
57.76,452.5
41.35,467.71
37.92,473.16
69.59,437.29
45.08,469.74
74.34,431.77
72.86,432.12
41.5,470.87
69.13,435.6
43.13,467.87
50.78,447.42
42.44,461.84
59.22,442.98
69.13,426.31
74.93,443.29
56.89,440.36
43.52,464.98
44.05,455.72
43.02,484.35
57.19,438.65
73.67,431.1
40.02,473.47
40.35,476.44
44.05,450.31
71.14,463.22
39.28,473.86
41.35,468.64
64.05,440.66
43.43,451
46.21,442.98
39.72,459.36
68.51,430.23
67.69,428.77
46.48,458.16
59.87,444.54
45.51,468.17
42.77,461.68
41.1,450.13
67.71,446.22
43.79,483.91
40.05,483.5
66.48,434.4
39.16,486.91
41.58,464.02
39.72,456.27
41.67,462.86
74.87,435.61
38.73,468.86
40.64,470.06
71.64,436.58
74.78,442.68
50.39,452.59
61.45,443.91
73.42,445.42
42.44,481.55
67.9,446.72
41.1,459.97
66.17,444.2
39.82,474.56
65.48,449.85
50.12,447.63
41.66,469.71
60.1,455.82
45.51,474.73
56.89,452.52
39.66,480.74
69.13,434.08
65.12,452.89
41.16,468.14
70.36,438.15
43.21,430.45
39.16,474.48
56.53,447.66
58.49,444.95
40.02,477.86
67.45,445.55
36.25,484.36
41.62,462.87
45.51,471.16
41.23,467.11
43.96,465.26
40.24,469.59
73.5,435.59
40.62,481.56
71.14,469.64
52.9,457.42
49.83,462.86
68.31,444.71
66.51,441.7
59.92,436.64
71.22,433.76
56.57,444.61
58.16,452.02
70.8,435.27
59.14,452.85
41.62,454.88
50.16,443.03
67.69,434
57.32,443.63
49.15,461.89
39.33,491.16
39.85,476.42
41.48,454.69
42.44,481.29
59.8,452.48
69.51,435.09
40.23,475.07
67.45,447.11
70.32,438.7
64.44,437.95
58.95,443.93
45.64,460.58
58.2,445.91
59.87,443.7
43.52,467.55
59.57,440.08
50.66,455.2
44.6,460.13
76.09,434.52
61.27,454.47
71.85,427.67
69.75,437.99
62.1,453.25
52.36,455.68
35.47,488.64
44.71,464.99
51.19,446.01
69.82,437.62
67.45,431.38
71.32,434.62
40.72,481.52
41.06,474.63
41.54,477.5
69.75,440.53
44.45,460.94
46.33,451.45
53.29,458.06
44.85,458.85
35.76,474.31
44.2,457.02
74.9,436.42
42.07,483.86
62.66,438.45
48.92,456.69
67.25,439.06
39.33,485.46
66.48,432.95
43.52,461.51
59.39,445.41
73.4,439.65
71.64,437.81
44.68,462.66
69.88,433.5
40.69,475.4
77.24,430.07
69.75,437.19
71.8,437.28
40.89,467.53
38.25,473.31
52.84,444.04
64.05,438.68
39.66,482.16
49.82,452.2
41.17,479.95
60.32,447.17
71.32,433.16
36.3,479.57
39.28,475.59
41.44,481.85
59.15,441.11
41.93,479.53
73.06,435.41
69.71,443.06
53.16,458.01
66.05,453.38
63.9,444.42
67.32,439.61
66.86,454.89
44.2,465.73
59.8,453.81
52.36,453.54
47.03,460.57
40.24,470.56
40.73,458.99
63.9,450.26
65.27,445.67
39.64,479.69
42.86,465.16
43.7,466.38
39.61,473.77
41.46,479.22
61.47,435.82
56.65,457.46
73.42,432.27
64.45,449.1
44.06,454.28
69.89,434.27
40.56,472.17
66.48,432.55
70.94,441.57
58.16,452.71
67.32,435.39
73.21,432.04
71.73,434.84
36.24,480.25
67.45,435.14
46.21,449.08
75.6,438.92
70.8,433.19
44.58,463.2
45.61,454.62
56.85,440.08
40.03,471.63
63.76,441.35
41.4,477.01
40.81,473.2
41.93,480.71
41.16,471.82
41.17,468.96
74.16,435.17
59.87,446.38
62.39,438.66
45.87,443.66
37.92,474.03
52.05,463.09
58.46,443.47
41.17,478.47
70.32,427.21
59.15,443.7
59.44,443.67
39.52,470.45
69.75,434.98
66.44,428.44
63.47,443.93
44.85,479.03
58.79,448.8
64.79,439.89
50.9,453.5
37.8,483.49
75.6,440.87
66.93,446.48
66.48,436.26
66.44,431.85
68.08,430.36
39.72,479.12
74.67,435.81
74.78,437.34
40.72,480.8
42.86,470.28
41.4,479.28
69.94,438.92
38.56,485.31
44.89,442.84
39.18,483.26
74.67,434.7
43.21,438.68
69.48,439.53
39.37,480.4
44.66,461.34
60.77,444.02
73.77,431.66
59.39,439.33
78.92,434.78
42.28,462.26
44.88,466.66
58.86,455.15
71.73,434.44
41.17,469.48
41.54,484.99
62.52,449.34
46.36,461.68
48.98,453.02
64.96,432.62
54.2,439.31
70.36,438.42
66.48,433.62
49.3,441
73.68,426.28
41.62,464.86
58.59,445.45
44.68,479.24
71.32,435.13
35.4,468.18
45.01,464.06
66.48,435.12
42.42,464.11
40.67,482.26
41.04,477.69
34.03,469.61
41.66,465.5
70.98,438.83
65.27,443.42
63.94,440.32
68.31,440.78
74.33,427.87
41.38,479.95
45.09,457.67
44.89,445.45
60.77,444.87
59.07,440.18
43.13,482.16
41.01,475.89
67.17,440.68
43.71,465.24
43.52,458.57
42.85,484.93
54.42,458.21
66.49,436.39
38.91,489.96
39.31,462.72
71.64,432.05
68.61,447.91
71.98,432.47
74.67,428.27
43.22,463.99
62.6,449.61
71.14,437.55
68.84,438.31
38.56,486.76
70.72,442.04
58.2,458.51
42.02,472.17
40,474.5
39.22,487.08
66.75,439.71
76.2,435.64
50.59,459.68
41.49,466.5
39.81,481.88
68.12,435.69
62.66,448.8
49.82,451.08
76.2,433.91
73.67,431.97
74.78,434.43
57.17,441.12
50.05,439.63
43.14,457.59
63.31,439.98
71.25,430.6
73.68,434.92
78.05,432.1
43.67,467.82
41.17,475.53
69.71,440.14
59.14,437.19
52.05,457.89
41.17,488.57
69.75,442.6
70.79,428.75
59.21,440.36
50.16,453.78
40.77,479.24
60.77,443.52
70.04,426.35
39.61,478.89
40.78,456.71
41.04,477.2
51.95,448.67
42.44,469.34
63.47,444.65
68.61,450.64
37.49,481.58
44.21,466.21
41.1,449.99
40,479.58
59.43,440.99
63.86,445.62
39.61,471.48
39.04,483.35
71.85,429.72
67.9,436.64
44.6,462.07
69.98,431.11
36.24,483.82
43.41,467.51
65.46,443.03
60.32,443.96
59.8,455.66
65.61,448.41
45.09,458.94
63.73,440.81
62.96,452.68
72.58,428.69
59.44,446.43
69.68,439.58
54.5,451.81
42.44,481.46
73.18,437.7
64.69,437.85
65.12,445.66
65.06,447.13
41.76,462.44
41.82,475.75
36.99,464.58
75.6,436.89
61.27,456.64
42.28,484.75
43.65,479.8
42.48,469.76
65.06,445.74
43.14,462.8
40.83,469.64
73.68,429.48
37.49,483.12
41.79,461.46
58.59,454.88
59.87,446.73
70.36,436.47
74.99,431.76
59.44,441.29
59.87,444.89
42.99,465.09
65.46,446.19
44.88,461.13
41.35,464.6
67.25,439.43
40.8,485.36
39.16,477.75
41.55,475.91
64.45,443.1
39.13,474.16
71.8,434.96
66.17,443.77
60.77,443.97
40.8,472.85
70.02,439.99
37.5,472.9
49.21,445.44
52.05,453.4
66.49,449.2
70.32,435.42
59.8,453.86
52.36,452.31
64.69,437.62
57.17,444.08
43.72,453.02
49.16,442.78
39.42,471.85
58.33,441.31
43.43,446.4
69.94,439.91
68.84,438.41
59.92,436.33
66.86,450.56
44.58,468.35
39.9,487.78
40.81,488.48
39.66,480.63
41.62,457.29
42.07,485.23
48.41,447.35
42.49,481.58
67.71,449.24
45.08,468.43
75.23,441.07
70.79,433.83
67.9,436.08
41.16,467.01
76.2,435.04
52.72,464.93
69.23,436.94
52.9,458.46
73.21,430.87
38.01,473.39
72.58,429.03
69.68,436.34
38.73,466.63
41.26,480.6
35.47,489.78
55.97,442.65
40.69,473.49
41.58,465.15
49.3,436.62
63.91,446.64
40.56,467.46
38.44,487.87
40.75,475.36
42.18,468.66
40.83,470.94
41.26,467.9
71.94,428.54
45.08,464.79
44.21,463.62
43.13,467.46
42.44,466.78
39.35,480.18
40.12,458.1
73.56,433.62
38.68,486.67
40.02,476.73
64.44,437.6
41.46,478.03
59.92,444.85
77.54,433.4
58.46,442.42
56.65,454.29
58.59,444.04
70.36,442.17
41.17,475.53
60.84,442.36
36.3,480.4
42.03,472.22
70.02,435.45
39.42,474.44
58.82,444.57
44.34,468.8
40.77,482.19
40.89,464.12
64.69,437.02
77.54,438.52
76.2,434.68
51.19,445
47.93,435.27
62.66,444.85
64.63,448.66
48.6,449.74
75.6,442.69
68.31,439.75
58.59,449.65
44.06,452.82
39.33,490.57
45.87,482.49
54.89,440.99
41.17,484.2
41.17,486.2
68.61,454.5
40.67,482.4
48.06,458.13
53.82,458.96
71.29,437.17
63.13,438.82
56.89,456.72
42.86,470.79
58.41,442.66
75.6,442.69
43.8,468.19
40.78,470.02
44.21,466.67
40.62,477.2
44.99,459.73
41.38,474.77
57.85,450.07
66.93,441.04
65.59,439.03
47.93,440.53
43.79,481.12
46.93,451.92
41.16,462.35
66.75,433.65
68.27,432.66
41.82,477.78
39.58,466.21
39.37,487.05
47.45,450.69
71.85,427.95
62.4,445.66
39.81,482.99
40.77,465.61
40.22,481.42
41.62,461.08
40.62,466.47
71.85,428.39
72.58,427.58
70.47,441.47
40.67,485.23
59.54,439.37
44.78,462.79
71.98,425.14
70.83,440.59
68.3,435.89
43.71,468.85
65.38,450.5
39.28,470.41
67.9,425.5
62.26,451.62
56.65,458.06
73.17,434.94
43.99,461.82
39.04,478.65
68.08,435.84
47.93,438
41.03,481.68
65.74,440.74
69.51,435.39
49.16,440.57
61.5,435.6
39.37,489.16
59.44,447.13
42.85,483.63
40.55,475.13
44.71,478.42
40.05,477.93
39.66,482.99
52.3,442.62
40.73,458.82
69.59,431.37
42.99,464.13
64.79,442.15
61.08,443.91
39.22,472.66
42.03,469.18
37.5,472.34
64.69,444.01
64.84,441.74
38.44,485.32
40.62,476.22
68.08,433.95
70.17,433.92
44.71,487.92
59.43,437.51
40.89,466.15
49.82,452.41
41.74,488.99
39.72,460.44
70.98,441.78
43.65,481.69
40.22,477.62
57.85,450.87
68.31,445.86
40.77,478.85
40.6,483.57
38.73,468.62
49.15,467.16
64.96,427.42
36.08,481.6
44.77,470.85
54.3,459.59
48.7,449.57
46.18,461.74
42.28,481.09
44.05,443.48
38.52,468.82
58.49,448.09
71.14,462.51
41.35,464.03
42.03,477.26
60.75,435.57
36.99,467.9
56.89,457
41.58,465.47
43.7,464.01
43.69,472.07
65.48,441.14
61.86,442.67
41.54,458.74
56.65,454.87
59.54,439.06
42.85,479.09
47.93,439.5
35.71,467.39
36.66,477.62
44.84,464.58
66.17,444.51
70.98,439.34
66.51,432.59
65.27,439.36
44.85,468.87
77.95,437.95
42.86,470.21
41.03,485.1
59.87,448.6
70.98,431.83
52.72,465.26
53.82,461.62
44.9,467.2
60.84,445.8
65.27,437.62
42.32,476.6
59.92,437.85
47.83,454.23
60.29,447.67
41.01,469.11
59.54,440.63
39.52,472.32
70.36,437.02
71.73,431.06
42.02,473.96
40.66,463.49
50.66,457.07
47.93,441.28
42.44,480.98
40.55,474.7
39.52,469.8
39.3,462.84
45,482.99
47.93,440.21
46.18,463.6
41.48,459.76
62.96,446.09
71.98,431.77
40.78,482.46
40.96,475.18
42.77,463.61
39.18,471.44
58.86,445.16
75.6,440.28
72.24,432.35
44.88,465.51
69.59,436.89
59.14,438.08
42.86,471.86
64.96,429.13
36.08,481.35
40.92,465.68
41.14,463.79
59.43,441.24
38.73,473.38
70.98,434.41
39.42,487.19
69.89,428.84
36.08,483.58
48.98,452.73
74.22,438.45
50.59,463.64
36.25,480.35
42.28,483.74
58.41,443.74
66.05,442.95
44.88,463.32
64.09,436.61
50.16,451.76
44.92,469.18
63.09,449.81
38.01,468.12
58.49,460.48
70.32,431.43
45,476.6
57.17,446.01
40.89,472.36
63.73,439.69
39.72,479.03
65.18,438.17
52.3,439.25
72.39,440.85
39.61,486.31
68.08,442.93
69.04,443.24
60.1,451.88
49.64,463.58
61.27,455.2
58.33,446.01
65.38,452.94
49.02,438.82
62.26,451.14
79.74,431.41
51.43,460.41
40.67,486.34
42.49,479.64
44.03,473.61
49.5,462.65
64.63,452.49
48.41,439.79
45,470.85
61.5,450.92
44.68,476.71
66.49,434.67
69.71,440.16
38.91,477.5
68.08,433.82
41.06,477.47
72.39,432.52
45.87,481.6
60.27,441.22
48.92,443.8
71.98,427.65
38.91,479.96
44.77,474.41
69.4,434.47
65.74,438.24
64.33,440.12
40.35,481.51
71.14,471.99
44.21,462.02
42.85,481.47
58.96,454.05
72.24,432.65
57.19,436.92
75.6,433.48
50.78,444.7
49.02,438.92
63.78,445.66
62.96,447.48
44.6,466.06
49.21,455.1
63.56,452.01
64.33,440.97
63.21,441.04
59.14,442.45
58.2,453.2
44.6,470.5
50.59,456.01
40.96,485.73
40.71,471.58
50.88,458.28
52.08,450.67
41.17,479.21
58.46,448.79
40.66,465.39
61.87,441.15
42.32,462.41
66.05,439.6
39.96,468.84
73.91,436.12
60.1,451.17
43.77,444.55
41.44,478.99
62.1,453.09
43.67,465.46
63.94,440.47
56.03,462.65
68.08,430.93
62.91,446.53
56.89,440.51
58.18,447.06
81.56,434.38
43.99,461.91
41.44,479.19
38.78,474.15
60.96,447.93
43.14,474.1
39.39,468.6
69.71,444.39
59.27,440.72
43.8,466.95
68.12,446.41
63.09,449.51
58.49,449.4
67.25,434.05
35.79,484.15
48.78,458.27
39.85,486.26
49.69,462.6
47.43,450
69.23,439.3
61.47,443.12
67.83,442.53
37.2,468.4
65.27,441.68
73.5,441.18
43.21,442.29
41.67,467.68
51.43,445.4
60.1,453.36
74.33,436.15
50.05,442.24
67.9,446.34
37.36,481.08
54.42,451.87
73.17,437.06
43.02,484.82
41.48,453.6
71.43,439.34
60.27,439.86
58.49,449.9
44.66,464.41
61.27,448.68
60.32,444.67
60.27,442.67
67.45,433.34
54.3,464.9
51.3,450.46
39.04,472.52
39.04,480.34
37.14,474.37
59.22,445.75
71.14,474.66
52.84,440.31
44.85,470.78
41.01,476.8
41.93,478.76
68.27,427.4
44.45,460.06
56.9,442.76
41.79,475.42
59.44,441.16
44.85,476.68
74.33,429.35
60.29,448.58
48.78,446.51
65.12,442.54
51.3,450.97
57.19,436.29
58.33,437.76
44.9,460.93
74.22,432.51
71.32,431.37
74.87,444.69
44.78,459.72
68.12,443.39
59.21,440.25
60.37,437.67
49.15,458.6
43.65,482.96
44.03,471.23
43.34,463.81
67.32,435.47
58.16,450.11
47.45,453.08
64.69,435.67
38.52,454.6
41.76,464.3
67.32,436.96
52.72,462.34
65.61,447.26
46.33,453.35
72.24,435.65
49.02,439.4
40.03,471.85
41.04,460.58
74.22,439.92
74.34,431.95
44.89,450.71
59.39,443.71
47.93,437.76
38.25,472.34
47.45,442.78
41.26,475.43
43.69,465.93
64.44,439.84
69.04,444.73
39.04,479.8
66.44,445.63
59.07,441.05
41.79,453.39
45.01,461.96
50.9,452.6
44.21,469.09
62.91,442.91
67.32,441.51
44.88,464.65
66.56,426.79
39.58,467.34
63.9,447.29
67.32,437.94
62.52,451.86
74.87,434.46
45.01,466.71
41.16,465.16
41.44,474.22
39.39,465.28
40.81,475.13
43.56,460.59
44.06,465.77
42.85,480.54
39.16,464.07
39.64,482.66
48.6,460.63
67.17,436.42
71.25,438.33
58.46,446.18
39.39,471.23
65.59,439.64
37.83,472.62
66.48,436.65
71.32,434.38
59.43,442
40.69,474.08
59.14,436.16
43.7,479.24
38.44,486.53
69.51,431.15
67.17,438.67
41.55,483.63
41.5,475.94
54.3,467.88
45.09,462.69
35.57,491.32
65.61,442.82
67.9,428.12
48.14,448.96
40.55,461.21
39.22,474.12
58.82,446.54
40.71,469.75
66.51,459.89
44.85,465.88
43.71,463.12
43.65,485.96
46.93,454.45
42.23,462.57
46.18,462.26
70.4,432.64
42.85,479.16
40.12,459.13
36.24,483.06
79.74,437.61
65.34,443.6
58.79,453.44
51.95,447.29
49.83,466.38
40.02,481.36
54.3,466.52
45.87,457.41
42.44,481.03
39.96,471.96
68.12,438.53
40.71,467.66
72.24,434.33
39.39,469.92
77.95,437.91
79.74,431.72
60.1,450.32
36.71,472.42
59.15,451.97
40.83,469.8
41.46,480.13
38.56,475.42
44.68,460.91
64.69,438.03
62.1,453.55
69.04,441.15
43.99,468.09
41.17,476.81
39.04,487.33
65.61,447.16
42.24,472.33
41.78,467.92
41.1,465.87
44.78,464.54
78.05,431.95
73.17,438.22
39.28,477.71
62.96,444.38
41.79,471.58
48.92,448.25
67.9,440.36
61.87,445.52
41.17,476.81
48.78,446.18
69.34,436.37
41.01,477.37
45,475.98
41.79,452.95
42.77,465.89
59.8,453.29
69.82,438.74
63.73,444.41
40.73,461.03
57.76,455.75
38.52,439.21
42.86,473.27
69.4,433.83
61.87,445.97
43.69,470.71
70.04,431.59
69.75,435.12
59.39,442.11
62.96,455.22
64.44,438.08
53.82,463.17
39.16,476.2
63.86,445.02
45.51,475.77
74.33,436.21
41.26,479.74
48.04,465.56
44.6,467.96
58.33,448.06
48.6,439.86
42.28,460.27
67.69,437.1
73.18,436.22
49.02,444.22
58.59,455.3
58.82,444.76
73.4,440.67
41.48,474.3
74.78,437.86
67.17,443.09
43.48,459.47
64.63,447.28
41.38,475.63
68.3,437.91
69.23,441.9
69.59,437.81
58.33,452.28
71.77,435.06
70.32,439.59
41.55,481.24
74.78,443.7
37.85,469.89
74.87,434.3
38.62,462.65
38.91,472.22
65.06,442.7
68.63,446.36
45.87,481.4
73.67,431.15
63.78,444.62
41.2,475.35
40.75,477.19
39.37,487.18
41.23,466.2
73.88,436.76
66.44,426.84
57.55,435.33
49.78,453.22
43.34,464.62
74.34,432.22
39.42,488.69
40.72,489.64
73.5,435.22
71.32,433.56
76.86,436.85
49.02,448.18
69.98,428.37
41.96,463.72
40.2,466.47
51.19,447.14
71.73,436.36
41.14,480.96
63.77,444.26
59.92,439.82
42.67,440.69
78.92,430.98
66.48,439.66
61.9,441.34
59.87,444.23
39.39,474.82
63.13,439.13
50.12,446.64
60.29,444.5
38.06,483.54
42.74,465.92
39.42,489.3
75.08,436.15
54.42,457.14
61.45,445.72
41.26,475.21
48.41,445.36
34.03,470.46
47.83,466.07
69.88,434.03
58.16,458.31
59.92,440.87
60.32,448.37
40.11,472.16
70.94,433.57
58.05,444.46
73.06,438.1
41.54,478.74
74.22,433.97
65.59,439.66
39.96,478.05
42.49,483.5
71.97,441.84
38.91,491.9
39.72,474.72
46.18,458.67
69.13,435.83
40.27,470.92
37.36,491.97
71.14,431.31
44.71,464.95
42.48,466.7
67.71,446.42
64.27,439.67
71.94,428.83
72.39,430.7
43.77,444.01
44.84,462.81
39.42,486.34
55.5,454.99
44.34,474.11
35.71,468.9
38.25,472.5
39.69,473
77.3,435.87
43.67,473.02
40.1,476.81
41.49,468.78
40.77,480.82
41.66,483.28
65.34,440.83
50.66,454.79
78.92,430.12
69.48,439.49
39.53,454.44
71.94,433.99
41.1,459.72
59.14,433.37
63.91,444.26
47.43,442.12
72.39,430.24
69.89,429.29
40.69,474.91
40.64,483.73
40.83,474.82
39.58,473.16
43.79,460.3
69.34,439.46
39.82,468.78
41.4,466.88
44.92,458.42
69.45,445.82
44.78,465.69
41.82,478.48
73.42,431.44
63.09,448.74
52.75,465.79
44,470.31
66.56,435.73
50.78,449.86
68.63,447.66
39.39,466.13
39.64,479.91
58.18,444.51
41.03,489.64
41.54,482.8
36.24,484.65
40.02,480.53
66.49,440.79
41.26,478.87
44.47,465.15
58.2,444.89
63.76,445.04
40.11,473.57
68.24,428.52
41.16,460.01
41.62,464.64
43.41,467.19
64.05,438.42
46.21,457.58
70.94,429.41
41.78,467.39
63.78,446.69
41.62,461.35
48.98,451.74
